flightNumber,departureAirportCode,departureAirportName,arrivalAirportCode,arrivalAirportName,departureDate,arrivalDate,carrierCode,duration_formatted,price,hasDiscount,fareType,availableSeats,flightKey
FR 2923,BRU,Brussels,AGP,Malaga,2023-06-26T17:40:00.000,2023-06-26T20:30:00.000,,02:50,106.77,False,ADT,3,FR~2923~ ~~BRU~06/26/2023 17:40~AGP~06/26/2023 20:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-26T19:20:00.000,2023-06-26T23:00:00.000,,02:40,99.8,False,ADT,-1,FR~6251~ ~~CRL~06/26/2023 19:20~CFU~06/26/2023 23:00~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-06-26T12:00:00.000,2023-06-26T16:35:00.000,,03:35,161.17,False,ADT,-1,FR~8577~ ~~CRL~06/26/2023 12:00~RHO~06/26/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-26T20:55:00.000,2023-06-26T23:20:00.000,Malta Air,02:25,24.29,False,ADT,-1,FR~7737~ ~~CRL~06/26/2023 20:55~BDS~06/26/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-26T06:30:00.000,2023-06-26T08:45:00.000,,02:15,44.32,False,ADT,2,FR~1302~ ~~CRL~06/26/2023 06:30~NAP~06/26/2023 08:45~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-26T12:05:00.000,2023-06-26T14:35:00.000,,02:30,100.99,True,ADT,2,FR~6269~ ~~CRL~06/26/2023 12:05~PMO~06/26/2023 14:35~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-26T18:00:00.000,2023-06-26T19:55:00.000,,02:55,116.69,False,ADT,-1,FR~2941~ ~~CRL~06/26/2023 18:00~FAO~06/26/2023 19:55~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-26T16:55:00.000,2023-06-26T19:20:00.000,,02:25,100.59,False,ADT,-1,FR~3534~ ~~CRL~06/26/2023 16:55~ALC~06/26/2023 19:20~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-26T19:20:00.000,2023-06-26T22:05:00.000,,02:45,99.8,False,ADT,-1,FR~1916~ ~~CRL~06/26/2023 19:20~AGP~06/26/2023 22:05~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-06-27T07:20:00.000,2023-06-27T11:45:00.000,,03:25,93.87,False,ADT,3,FR~7986~ ~~CRL~06/27/2023 07:20~HER~06/27/2023 11:45~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-27T17:20:00.000,2023-06-27T19:45:00.000,,02:25,69.51,False,ADT,4,FR~7737~ ~~CRL~06/27/2023 17:20~BDS~06/27/2023 19:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-27T19:20:00.000,2023-06-27T21:35:00.000,Malta Air,02:15,45.48,False,ADT,2,FR~1302~ ~~CRL~06/27/2023 19:20~NAP~06/27/2023 21:35~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-27T15:35:00.000,2023-06-27T18:05:00.000,,02:30,91.99,False,ADT,3,FR~6269~ ~~CRL~06/27/2023 15:35~PMO~06/27/2023 18:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-27T13:45:00.000,2023-06-27T15:40:00.000,,02:55,155.27,False,ADT,-1,FR~2941~ ~~CRL~06/27/2023 13:45~FAO~06/27/2023 15:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-27T06:30:00.000,2023-06-27T08:55:00.000,,02:25,76.74,True,ADT,4,FR~3534~ ~~CRL~06/27/2023 06:30~ALC~06/27/2023 08:55~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-27T09:25:00.000,2023-06-27T11:50:00.000,,02:25,60.57,False,ADT,5,FR~6456~ ~~CRL~06/27/2023 09:25~IBZ~06/27/2023 11:50~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-27T16:00:00.000,2023-06-27T18:45:00.000,,02:45,88.74,False,ADT,3,FR~1916~ ~~CRL~06/27/2023 16:00~AGP~06/27/2023 18:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-27T07:15:00.000,2023-06-27T10:50:00.000,,04:35,70.57,True,ADT,4,FR~ 563~ ~~CRL~06/27/2023 07:15~TFS~06/27/2023 10:50~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-06-28T10:05:00.000,2023-06-28T13:00:00.000,,02:55,79.35,False,ADT,-1,FR~2923~ ~~BRU~06/28/2023 10:05~AGP~06/28/2023 13:00~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-28T08:05:00.000,2023-06-28T11:45:00.000,,02:40,116.69,False,ADT,3,FR~6251~ ~~CRL~06/28/2023 08:05~CFU~06/28/2023 11:45~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-06-28T13:10:00.000,2023-06-28T17:45:00.000,,03:35,93.97,False,ADT,-1,FR~8577~ ~~CRL~06/28/2023 13:10~RHO~06/28/2023 17:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-28T16:35:00.000,2023-06-28T18:50:00.000,,02:15,44.32,False,ADT,-1,FR~1302~ ~~CRL~06/28/2023 16:35~NAP~06/28/2023 18:50~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-28T09:25:00.000,2023-06-28T11:55:00.000,Malta Air,02:30,98.99,True,ADT,-1,FR~6269~ ~~CRL~06/28/2023 09:25~PMO~06/28/2023 11:55~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-28T12:25:00.000,2023-06-28T14:20:00.000,,02:55,134.64,False,ADT,2,FR~2941~ ~~CRL~06/28/2023 12:25~FAO~06/28/2023 14:20~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-28T10:00:00.000,2023-06-28T12:25:00.000,,02:25,67.12,False,ADT,-1,FR~3534~ ~~CRL~06/28/2023 10:00~ALC~06/28/2023 12:25~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-28T06:45:00.000,2023-06-28T09:30:00.000,,02:45,128.87,False,ADT,-1,FR~1916~ ~~CRL~06/28/2023 06:45~AGP~06/28/2023 09:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-29T18:20:00.000,2023-06-29T22:00:00.000,,02:40,100.59,False,ADT,-1,FR~6251~ ~~CRL~06/29/2023 18:20~CFU~06/29/2023 22:00~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-29T06:25:00.000,2023-06-29T08:40:00.000,,02:15,60.57,False,ADT,4,FR~1302~ ~~CRL~06/29/2023 06:25~NAP~06/29/2023 08:40~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-29T11:25:00.000,2023-06-29T13:20:00.000,,02:55,116.69,False,ADT,-1,FR~2941~ ~~CRL~06/29/2023 11:25~FAO~06/29/2023 13:20~~
FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-29T09:00:00.000,2023-06-29T11:25:00.000,,02:25,76.39,False,ADT,-1,FR~9053~ ~~CRL~06/29/2023 09:00~ALC~06/29/2023 11:25~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-29T10:20:00.000,2023-06-29T12:45:00.000,,02:25,80.51,False,ADT,-1,FR~6456~ ~~CRL~06/29/2023 10:20~IBZ~06/29/2023 12:45~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-29T17:30:00.000,2023-06-29T20:15:00.000,,02:45,87.79,True,ADT,-1,FR~1916~ ~~CRL~06/29/2023 17:30~AGP~06/29/2023 20:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-29T20:00:00.000,2023-06-29T23:35:00.000,,04:35,82.72,True,ADT,5,FR~ 563~ ~~CRL~06/29/2023 20:00~TFS~06/29/2023 23:35~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-06-30T07:55:00.000,2023-06-30T12:30:00.000,,03:35,125.08,False,ADT,-1,FR~8577~ ~~CRL~06/30/2023 07:55~RHO~06/30/2023 12:30~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-30T07:00:00.000,2023-06-30T09:25:00.000,,02:25,60.99,False,ADT,-1,FR~7737~ ~~CRL~06/30/2023 07:00~BDS~06/30/2023 09:25~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-30T09:10:00.000,2023-06-30T11:25:00.000,Malta Air,02:15,80.51,False,ADT,-1,FR~1302~ ~~CRL~06/30/2023 09:10~NAP~06/30/2023 11:25~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-30T16:35:00.000,2023-06-30T19:05:00.000,,02:30,139.99,True,ADT,-1,FR~6269~ ~~CRL~06/30/2023 16:35~PMO~06/30/2023 19:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-30T07:05:00.000,2023-06-30T09:00:00.000,,02:55,115.79,False,ADT,2,FR~2941~ ~~CRL~06/30/2023 07:05~FAO~06/30/2023 09:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-30T09:45:00.000,2023-06-30T12:10:00.000,,02:25,148.81,False,ADT,2,FR~3534~ ~~CRL~06/30/2023 09:45~ALC~06/30/2023 12:10~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-30T16:15:00.000,2023-06-30T18:40:00.000,,02:25,171.43,False,ADT,-1,FR~6456~ ~~CRL~06/30/2023 16:15~IBZ~06/30/2023 18:40~~
FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-30T10:00:00.000,2023-06-30T12:45:00.000,,02:45,171.49,False,ADT,-1,FR~1928~ ~~CRL~06/30/2023 10:00~AGP~06/30/2023 12:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-30T06:20:00.000,2023-06-30T09:55:00.000,,04:35,220.09,False,ADT,-1,FR~ 563~ ~~CRL~06/30/2023 06:20~TFS~06/30/2023 09:55~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-07-01T08:10:00.000,2023-07-01T12:35:00.000,,03:25,229.81,False,ADT,-1,FR~7986~ ~~CRL~07/01/2023 08:10~HER~07/01/2023 12:35~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-01T07:45:00.000,2023-07-01T10:00:00.000,,02:15,104.42,False,ADT,5,FR~1302~ ~~CRL~07/01/2023 07:45~NAP~07/01/2023 10:00~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-01T21:30:00.000,2023-07-01T23:59:00.000,Malta Air,02:29,178.99,False,ADT,-1,FR~6269~ ~~CRL~07/01/2023 21:30~PMO~07/01/2023 23:59~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-01T11:05:00.000,2023-07-01T13:00:00.000,,02:55,197.24,False,ADT,-1,FR~2941~ ~~CRL~07/01/2023 11:05~FAO~07/01/2023 13:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-01T15:50:00.000,2023-07-01T18:15:00.000,,02:25,203.99,False,ADT,-1,FR~3534~ ~~CRL~07/01/2023 15:50~ALC~07/01/2023 18:15~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-01T13:40:00.000,2023-07-01T16:25:00.000,,02:45,117.84,True,ADT,2,FR~1916~ ~~CRL~07/01/2023 13:40~AGP~07/01/2023 16:25~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-02T09:55:00.000,2023-07-02T12:50:00.000,,02:55,139.76,False,ADT,-1,FR~2923~ ~~BRU~07/02/2023 09:55~AGP~07/02/2023 12:50~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-02T17:00:00.000,2023-07-02T20:40:00.000,,02:40,176.4,False,ADT,3,FR~6251~ ~~CRL~07/02/2023 17:00~CFU~07/02/2023 20:40~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-02T17:30:00.000,2023-07-02T19:55:00.000,,02:25,140.26,False,ADT,-1,FR~7737~ ~~CRL~07/02/2023 17:30~BDS~07/02/2023 19:55~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-02T09:45:00.000,2023-07-02T12:00:00.000,Malta Air,02:15,104.42,False,ADT,4,FR~1302~ ~~CRL~07/02/2023 09:45~NAP~07/02/2023 12:00~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-02T16:45:00.000,2023-07-02T18:40:00.000,,02:55,154.09,False,ADT,-1,FR~2941~ ~~CRL~07/02/2023 16:45~FAO~07/02/2023 18:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-02T09:55:00.000,2023-07-02T12:20:00.000,,02:25,177.79,False,ADT,4,FR~3534~ ~~CRL~07/02/2023 09:55~ALC~07/02/2023 12:20~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-02T07:30:00.000,2023-07-02T09:55:00.000,,02:25,146.7,False,ADT,2,FR~6456~ ~~CRL~07/02/2023 07:30~IBZ~07/02/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-02T21:30:00.000,2023-07-03T00:15:00.000,,02:45,152.92,False,ADT,-1,FR~1916~ ~~CRL~07/02/2023 21:30~AGP~07/03/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-02T12:35:00.000,2023-07-02T16:10:00.000,,04:35,265.03,False,ADT,-1,FR~ 563~ ~~CRL~07/02/2023 12:35~TFS~07/02/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-03T17:40:00.000,2023-07-03T20:30:00.000,,02:50,133.34,False,ADT,-1,FR~2923~ ~~BRU~07/03/2023 17:40~AGP~07/03/2023 20:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-03T19:20:00.000,2023-07-03T23:00:00.000,,02:40,136.47,True,ADT,-1,FR~6251~ ~~CRL~07/03/2023 19:20~CFU~07/03/2023 23:00~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-03T12:00:00.000,2023-07-03T16:35:00.000,,03:35,172.03,True,ADT,-1,FR~8577~ ~~CRL~07/03/2023 12:00~RHO~07/03/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-03T20:55:00.000,2023-07-03T23:20:00.000,Malta Air,02:25,105.25,False,ADT,-1,FR~7737~ ~~CRL~07/03/2023 20:55~BDS~07/03/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-03T06:30:00.000,2023-07-03T08:45:00.000,,02:15,97.34,True,ADT,-1,FR~1302~ ~~CRL~07/03/2023 06:30~NAP~07/03/2023 08:45~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-03T12:05:00.000,2023-07-03T14:35:00.000,,02:30,209.99,False,ADT,-1,FR~6269~ ~~CRL~07/03/2023 12:05~PMO~07/03/2023 14:35~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-03T18:00:00.000,2023-07-03T19:55:00.000,,02:55,126.24,False,ADT,1,FR~2941~ ~~CRL~07/03/2023 18:00~FAO~07/03/2023 19:55~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-03T16:55:00.000,2023-07-03T19:20:00.000,,02:25,154.09,False,ADT,1,FR~3534~ ~~CRL~07/03/2023 16:55~ALC~07/03/2023 19:20~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-03T19:20:00.000,2023-07-03T22:05:00.000,,02:45,145.87,False,ADT,5,FR~1916~ ~~CRL~07/03/2023 19:20~AGP~07/03/2023 22:05~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-07-04T07:20:00.000,2023-07-04T11:45:00.000,,03:25,137.47,True,ADT,-1,FR~7986~ ~~CRL~07/04/2023 07:20~HER~07/04/2023 11:45~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-04T17:20:00.000,2023-07-04T19:45:00.000,,02:25,94.99,False,ADT,3,FR~7737~ ~~CRL~07/04/2023 17:20~BDS~07/04/2023 19:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-04T19:20:00.000,2023-07-04T21:35:00.000,Malta Air,02:15,69.11,True,ADT,4,FR~1302~ ~~CRL~07/04/2023 19:20~NAP~07/04/2023 21:35~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-04T15:35:00.000,2023-07-04T18:05:00.000,,02:30,176.99,False,ADT,3,FR~6269~ ~~CRL~07/04/2023 15:35~PMO~07/04/2023 18:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-04T13:45:00.000,2023-07-04T15:40:00.000,,02:55,126.24,False,ADT,2,FR~2941~ ~~CRL~07/04/2023 13:45~FAO~07/04/2023 15:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-04T06:30:00.000,2023-07-04T08:55:00.000,,02:25,133.59,False,ADT,2,FR~3534~ ~~CRL~07/04/2023 06:30~ALC~07/04/2023 08:55~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-04T09:25:00.000,2023-07-04T11:50:00.000,,02:25,127.33,False,ADT,-1,FR~6456~ ~~CRL~07/04/2023 09:25~IBZ~07/04/2023 11:50~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-04T16:00:00.000,2023-07-04T18:45:00.000,,02:45,134.64,False,ADT,3,FR~1916~ ~~CRL~07/04/2023 16:00~AGP~07/04/2023 18:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-04T07:15:00.000,2023-07-04T10:50:00.000,,04:35,224.14,False,ADT,5,FR~ 563~ ~~CRL~07/04/2023 07:15~TFS~07/04/2023 10:50~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-05T10:05:00.000,2023-07-05T13:00:00.000,,02:55,187.58,False,ADT,3,FR~2923~ ~~BRU~07/05/2023 10:05~AGP~07/05/2023 13:00~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-05T08:05:00.000,2023-07-05T11:45:00.000,,02:40,177.79,False,ADT,5,FR~6251~ ~~CRL~07/05/2023 08:05~CFU~07/05/2023 11:45~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-05T13:10:00.000,2023-07-05T17:45:00.000,,03:35,197.36,False,ADT,-1,FR~8577~ ~~CRL~07/05/2023 13:10~RHO~07/05/2023 17:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-05T16:35:00.000,2023-07-05T18:50:00.000,,02:15,78.67,False,ADT,-1,FR~1302~ ~~CRL~07/05/2023 16:35~NAP~07/05/2023 18:50~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-05T09:25:00.000,2023-07-05T11:55:00.000,Malta Air,02:30,213.99,False,ADT,-1,FR~6269~ ~~CRL~07/05/2023 09:25~PMO~07/05/2023 11:55~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-05T12:25:00.000,2023-07-05T14:20:00.000,,02:55,155.27,False,ADT,-1,FR~2941~ ~~CRL~07/05/2023 12:25~FAO~07/05/2023 14:20~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-05T10:00:00.000,2023-07-05T12:25:00.000,,02:25,133.59,False,ADT,-1,FR~3534~ ~~CRL~07/05/2023 10:00~ALC~07/05/2023 12:25~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-05T06:45:00.000,2023-07-05T09:30:00.000,,02:45,155.27,False,ADT,-1,FR~1916~ ~~CRL~07/05/2023 06:45~AGP~07/05/2023 09:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-06T18:20:00.000,2023-07-06T22:00:00.000,,02:40,154.09,False,ADT,3,FR~6251~ ~~CRL~07/06/2023 18:20~CFU~07/06/2023 22:00~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-06T06:25:00.000,2023-07-06T08:40:00.000,,02:15,109.73,False,ADT,-1,FR~1302~ ~~CRL~07/06/2023 06:25~NAP~07/06/2023 08:40~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-06T11:25:00.000,2023-07-06T13:20:00.000,,02:55,76.74,True,ADT,-1,FR~2941~ ~~CRL~07/06/2023 11:25~FAO~07/06/2023 13:20~~
FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-06T09:00:00.000,2023-07-06T11:25:00.000,,02:25,167.99,False,ADT,-1,FR~9053~ ~~CRL~07/06/2023 09:00~ALC~07/06/2023 11:25~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-06T10:20:00.000,2023-07-06T12:45:00.000,,02:25,171.43,False,ADT,-1,FR~6456~ ~~CRL~07/06/2023 10:20~IBZ~07/06/2023 12:45~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-06T17:30:00.000,2023-07-06T20:15:00.000,,02:45,134.64,False,ADT,1,FR~1916~ ~~CRL~07/06/2023 17:30~AGP~07/06/2023 20:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-06T20:00:00.000,2023-07-06T23:35:00.000,,04:35,231.43,False,ADT,-1,FR~ 563~ ~~CRL~07/06/2023 20:00~TFS~07/06/2023 23:35~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-07T07:55:00.000,2023-07-07T12:30:00.000,,03:35,257.56,False,ADT,-1,FR~8577~ ~~CRL~07/07/2023 07:55~RHO~07/07/2023 12:30~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-07T07:00:00.000,2023-07-07T09:25:00.000,,02:25,221.23,False,ADT,-1,FR~7737~ ~~CRL~07/07/2023 07:00~BDS~07/07/2023 09:25~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-07T09:10:00.000,2023-07-07T11:25:00.000,Malta Air,02:15,63.31,False,ADT,1,FR~1302~ ~~CRL~07/07/2023 09:10~NAP~07/07/2023 11:25~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-07T16:35:00.000,2023-07-07T19:05:00.000,,02:30,226.99,True,ADT,3,FR~6269~ ~~CRL~07/07/2023 16:35~PMO~07/07/2023 19:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-07T07:05:00.000,2023-07-07T09:00:00.000,,02:55,97.79,True,ADT,-1,FR~2941~ ~~CRL~07/07/2023 07:05~FAO~07/07/2023 09:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-07T09:45:00.000,2023-07-07T12:10:00.000,,02:25,152.92,False,ADT,1,FR~3534~ ~~CRL~07/07/2023 09:45~ALC~07/07/2023 12:10~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-07T16:15:00.000,2023-07-07T18:40:00.000,,02:25,171.43,False,ADT,-1,FR~6456~ ~~CRL~07/07/2023 16:15~IBZ~07/07/2023 18:40~~
FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-07T10:00:00.000,2023-07-07T12:45:00.000,,02:45,152.92,False,ADT,-1,FR~1928~ ~~CRL~07/07/2023 10:00~AGP~07/07/2023 12:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-07T06:20:00.000,2023-07-07T09:55:00.000,,04:35,138.6,True,ADT,3,FR~ 563~ ~~CRL~07/07/2023 06:20~TFS~07/07/2023 09:55~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-07-08T08:10:00.000,2023-07-08T12:35:00.000,,03:25,263.11,False,ADT,2,FR~7986~ ~~CRL~07/08/2023 08:10~HER~07/08/2023 12:35~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-08T07:45:00.000,2023-07-08T10:00:00.000,,02:15,171.43,False,ADT,-1,FR~1302~ ~~CRL~07/08/2023 07:45~NAP~07/08/2023 10:00~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-08T21:30:00.000,2023-07-08T23:59:00.000,Malta Air,02:29,240.99,False,ADT,-1,FR~6269~ ~~CRL~07/08/2023 21:30~PMO~07/08/2023 23:59~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-08T11:05:00.000,2023-07-08T13:00:00.000,,02:55,238.39,False,ADT,-1,FR~2941~ ~~CRL~07/08/2023 11:05~FAO~07/08/2023 13:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-08T15:50:00.000,2023-07-08T18:15:00.000,,02:25,202.49,False,ADT,-1,FR~3534~ ~~CRL~07/08/2023 15:50~ALC~07/08/2023 18:15~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-08T13:40:00.000,2023-07-08T16:25:00.000,,02:45,223.99,False,ADT,-1,FR~1916~ ~~CRL~07/08/2023 13:40~AGP~07/08/2023 16:25~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-09T09:55:00.000,2023-07-09T12:50:00.000,,02:55,202.64,False,ADT,3,FR~2923~ ~~BRU~07/09/2023 09:55~AGP~07/09/2023 12:50~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-09T17:00:00.000,2023-07-09T20:40:00.000,,02:40,181.49,True,ADT,-1,FR~6251~ ~~CRL~07/09/2023 17:00~CFU~07/09/2023 20:40~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-09T17:30:00.000,2023-07-09T19:55:00.000,,02:25,90.72,True,ADT,-1,FR~7737~ ~~CRL~07/09/2023 17:30~BDS~07/09/2023 19:55~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-09T09:45:00.000,2023-07-09T12:00:00.000,Malta Air,02:15,72.79,True,ADT,-1,FR~1302~ ~~CRL~07/09/2023 09:45~NAP~07/09/2023 12:00~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-09T16:45:00.000,2023-07-09T18:40:00.000,,02:55,179.19,False,ADT,2,FR~2941~ ~~CRL~07/09/2023 16:45~FAO~07/09/2023 18:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-09T09:55:00.000,2023-07-09T12:20:00.000,,02:25,203.99,False,ADT,5,FR~3534~ ~~CRL~07/09/2023 09:55~ALC~07/09/2023 12:20~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-09T07:30:00.000,2023-07-09T09:55:00.000,,02:25,165.27,False,ADT,5,FR~6456~ ~~CRL~07/09/2023 07:30~IBZ~07/09/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-09T21:30:00.000,2023-07-10T00:15:00.000,,02:45,102.29,True,ADT,-1,FR~1916~ ~~CRL~07/09/2023 21:30~AGP~07/10/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-09T12:35:00.000,2023-07-09T16:10:00.000,,04:35,269.34,True,ADT,-1,FR~ 563~ ~~CRL~07/09/2023 12:35~TFS~07/09/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-10T17:40:00.000,2023-07-10T20:30:00.000,,02:50,109.25,True,ADT,2,FR~2923~ ~~BRU~07/10/2023 17:40~AGP~07/10/2023 20:30~~
