flightNumber,departureAirportCode,departureAirportName,arrivalAirportCode,arrivalAirportName,departureDate,arrivalDate,carrierCode,duration_formatted,price,hasDiscount,fareType,availableSeats,flightKey
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-03T07:45:00.000,2023-06-03T10:00:00.000,,02:15,128.33,False,ADT,-1,FR~1302~ ~~CRL~06/03/2023 07:45~NAP~06/03/2023 10:00~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-03T21:30:00.000,2023-06-03T23:59:00.000,Malta Air,02:29,69.99,False,ADT,-1,FR~6269~ ~~CRL~06/03/2023 21:30~PMO~06/03/2023 23:59~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-03T11:05:00.000,2023-06-03T13:00:00.000,,02:55,83.74,False,ADT,2,FR~2941~ ~~CRL~06/03/2023 11:05~FAO~06/03/2023 13:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-03T15:50:00.000,2023-06-03T18:15:00.000,,02:25,76.24,True,ADT,-1,FR~3534~ ~~CRL~06/03/2023 15:50~ALC~06/03/2023 18:15~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-03T13:40:00.000,2023-06-03T16:25:00.000,,02:45,77.74,True,ADT,-1,FR~1916~ ~~CRL~06/03/2023 13:40~AGP~06/03/2023 16:25~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-06-04T09:55:00.000,2023-06-04T12:50:00.000,,02:55,88.82,False,ADT,1,FR~2923~ ~~BRU~06/04/2023 09:55~AGP~06/04/2023 12:50~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-04T17:00:00.000,2023-06-04T20:40:00.000,,02:40,84.62,False,ADT,1,FR~6251~ ~~CRL~06/04/2023 17:00~CFU~06/04/2023 20:40~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-04T17:30:00.000,2023-06-04T19:55:00.000,,02:25,42.97,True,ADT,-1,FR~7737~ ~~CRL~06/04/2023 17:30~BDS~06/04/2023 19:55~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-04T09:45:00.000,2023-06-04T12:00:00.000,Malta Air,02:15,127.33,False,ADT,5,FR~1302~ ~~CRL~06/04/2023 09:45~NAP~06/04/2023 12:00~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-04T16:45:00.000,2023-06-04T18:40:00.000,,02:55,48.24,True,ADT,-1,FR~2941~ ~~CRL~06/04/2023 16:45~FAO~06/04/2023 18:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-04T09:55:00.000,2023-06-04T12:20:00.000,,02:25,87.99,False,ADT,3,FR~3534~ ~~CRL~06/04/2023 09:55~ALC~06/04/2023 12:20~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-04T07:30:00.000,2023-06-04T09:55:00.000,,02:25,96.45,True,ADT,-1,FR~6456~ ~~CRL~06/04/2023 07:30~IBZ~06/04/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-04T21:30:00.000,2023-06-05T00:15:00.000,,02:45,57.12,True,ADT,4,FR~1916~ ~~CRL~06/04/2023 21:30~AGP~06/05/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-04T12:35:00.000,2023-06-04T16:10:00.000,,04:35,129.79,False,ADT,-1,FR~ 563~ ~~CRL~06/04/2023 12:35~TFS~06/04/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-06-05T17:40:00.000,2023-06-05T20:30:00.000,,02:50,68.19,False,ADT,4,FR~2923~ ~~BRU~06/05/2023 17:40~AGP~06/05/2023 20:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-05T19:20:00.000,2023-06-05T23:00:00.000,,02:40,48.37,False,ADT,1,FR~6251~ ~~CRL~06/05/2023 19:20~CFU~06/05/2023 23:00~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-06-05T12:00:00.000,2023-06-05T16:35:00.000,,03:35,99.77,True,ADT,-1,FR~8577~ ~~CRL~06/05/2023 12:00~RHO~06/05/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-05T20:55:00.000,2023-06-05T23:20:00.000,Malta Air,02:25,37.77,True,ADT,-1,FR~7737~ ~~CRL~06/05/2023 20:55~BDS~06/05/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-05T06:30:00.000,2023-06-05T08:45:00.000,,02:15,39.27,True,ADT,-1,FR~1302~ ~~CRL~06/05/2023 06:30~NAP~06/05/2023 08:45~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-05T12:05:00.000,2023-06-05T14:35:00.000,,02:30,93.99,True,ADT,-1,FR~6269~ ~~CRL~06/05/2023 12:05~PMO~06/05/2023 14:35~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-05T18:00:00.000,2023-06-05T19:55:00.000,,02:55,31.43,True,ADT,-1,FR~2941~ ~~CRL~06/05/2023 18:00~FAO~06/05/2023 19:55~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-05T16:55:00.000,2023-06-05T19:20:00.000,,02:25,83.74,False,ADT,-1,FR~3534~ ~~CRL~06/05/2023 16:55~ALC~06/05/2023 19:20~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-05T19:20:00.000,2023-06-05T22:05:00.000,,02:45,63.39,True,ADT,-1,FR~1916~ ~~CRL~06/05/2023 19:20~AGP~06/05/2023 22:05~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-06-06T07:20:00.000,2023-06-06T11:45:00.000,,03:25,105.55,True,ADT,-1,FR~7986~ ~~CRL~06/06/2023 07:20~HER~06/06/2023 11:45~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-06T17:20:00.000,2023-06-06T19:45:00.000,,02:25,49.68,True,ADT,5,FR~7737~ ~~CRL~06/06/2023 17:20~BDS~06/06/2023 19:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-06T19:20:00.000,2023-06-06T21:35:00.000,Malta Air,02:15,68.7,False,ADT,4,FR~1302~ ~~CRL~06/06/2023 19:20~NAP~06/06/2023 21:35~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-06T15:35:00.000,2023-06-06T18:05:00.000,,02:30,87.99,False,ADT,4,FR~6269~ ~~CRL~06/06/2023 15:35~PMO~06/06/2023 18:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-06T13:45:00.000,2023-06-06T15:40:00.000,,02:55,43.62,False,ADT,2,FR~2941~ ~~CRL~06/06/2023 13:45~FAO~06/06/2023 15:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-06T06:30:00.000,2023-06-06T08:55:00.000,,02:25,71.49,False,ADT,-1,FR~3534~ ~~CRL~06/06/2023 06:30~ALC~06/06/2023 08:55~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-06T09:25:00.000,2023-06-06T11:50:00.000,,02:25,72.05,True,ADT,-1,FR~6456~ ~~CRL~06/06/2023 09:25~IBZ~06/06/2023 11:50~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-06T16:00:00.000,2023-06-06T18:45:00.000,,02:45,42.62,True,ADT,-1,FR~1916~ ~~CRL~06/06/2023 16:00~AGP~06/06/2023 18:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-06T07:15:00.000,2023-06-06T10:50:00.000,,04:35,87.89,True,ADT,1,FR~ 563~ ~~CRL~06/06/2023 07:15~TFS~06/06/2023 10:50~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-06-07T10:05:00.000,2023-06-07T13:00:00.000,,02:55,79.36,False,ADT,-1,FR~2923~ ~~BRU~06/07/2023 10:05~AGP~06/07/2023 13:00~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-07T08:05:00.000,2023-06-07T11:45:00.000,,02:40,102.29,True,ADT,-1,FR~6251~ ~~CRL~06/07/2023 08:05~CFU~06/07/2023 11:45~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-06-07T13:10:00.000,2023-06-07T17:45:00.000,,03:35,76.01,True,ADT,-1,FR~8577~ ~~CRL~06/07/2023 13:10~RHO~06/07/2023 17:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-07T16:35:00.000,2023-06-07T18:50:00.000,,02:15,60.57,False,ADT,-1,FR~1302~ ~~CRL~06/07/2023 16:35~NAP~06/07/2023 18:50~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-07T09:25:00.000,2023-06-07T11:55:00.000,Malta Air,02:30,88.99,False,ADT,3,FR~6269~ ~~CRL~06/07/2023 09:25~PMO~06/07/2023 11:55~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-07T12:25:00.000,2023-06-07T14:20:00.000,,02:55,55.12,False,ADT,2,FR~2941~ ~~CRL~06/07/2023 12:25~FAO~06/07/2023 14:20~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-07T10:00:00.000,2023-06-07T12:25:00.000,,02:25,66.49,False,ADT,-1,FR~3534~ ~~CRL~06/07/2023 10:00~ALC~06/07/2023 12:25~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-07T06:45:00.000,2023-06-07T09:30:00.000,,02:45,84.62,False,ADT,-1,FR~1916~ ~~CRL~06/07/2023 06:45~AGP~06/07/2023 09:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-08T18:20:00.000,2023-06-08T22:00:00.000,,02:40,99.8,False,ADT,2,FR~6251~ ~~CRL~06/08/2023 18:20~CFU~06/08/2023 22:00~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-08T06:25:00.000,2023-06-08T08:40:00.000,,02:15,45.32,True,ADT,-1,FR~1302~ ~~CRL~06/08/2023 06:25~NAP~06/08/2023 08:40~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-08T11:25:00.000,2023-06-08T13:20:00.000,,02:55,57.59,False,ADT,3,FR~2941~ ~~CRL~06/08/2023 11:25~FAO~06/08/2023 13:20~~
FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-08T09:00:00.000,2023-06-08T11:25:00.000,,02:25,53.74,False,ADT,-1,FR~9053~ ~~CRL~06/08/2023 09:00~ALC~06/08/2023 11:25~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-08T10:20:00.000,2023-06-08T12:45:00.000,,02:25,150.89,True,ADT,-1,FR~6456~ ~~CRL~06/08/2023 10:20~IBZ~06/08/2023 12:45~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-08T17:30:00.000,2023-06-08T20:15:00.000,,02:45,62.12,False,ADT,5,FR~1916~ ~~CRL~06/08/2023 17:30~AGP~06/08/2023 20:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-08T20:00:00.000,2023-06-08T23:35:00.000,,04:35,80.19,True,ADT,-1,FR~ 563~ ~~CRL~06/08/2023 20:00~TFS~06/08/2023 23:35~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-06-09T07:55:00.000,2023-06-09T12:30:00.000,,03:35,113.98,False,ADT,3,FR~8577~ ~~CRL~06/09/2023 07:55~RHO~06/09/2023 12:30~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-09T07:00:00.000,2023-06-09T09:25:00.000,,02:25,78.22,True,ADT,-1,FR~7737~ ~~CRL~06/09/2023 07:00~BDS~06/09/2023 09:25~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-09T09:10:00.000,2023-06-09T11:25:00.000,Malta Air,02:15,90.87,False,ADT,5,FR~1302~ ~~CRL~06/09/2023 09:10~NAP~06/09/2023 11:25~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-09T16:35:00.000,2023-06-09T19:05:00.000,,02:30,91.99,True,ADT,5,FR~6269~ ~~CRL~06/09/2023 16:35~PMO~06/09/2023 19:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-09T07:05:00.000,2023-06-09T09:00:00.000,,02:55,71.49,False,ADT,-1,FR~2941~ ~~CRL~06/09/2023 07:05~FAO~06/09/2023 09:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-09T09:45:00.000,2023-06-09T12:10:00.000,,02:25,101.39,False,ADT,-1,FR~3534~ ~~CRL~06/09/2023 09:45~ALC~06/09/2023 12:10~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-09T16:15:00.000,2023-06-09T18:40:00.000,,02:25,127.33,False,ADT,-1,FR~6456~ ~~CRL~06/09/2023 16:15~IBZ~06/09/2023 18:40~~
FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-09T10:00:00.000,2023-06-09T12:45:00.000,,02:45,77.09,False,ADT,5,FR~1928~ ~~CRL~06/09/2023 10:00~AGP~06/09/2023 12:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-09T06:20:00.000,2023-06-09T09:55:00.000,,04:35,105.55,True,ADT,-1,FR~ 563~ ~~CRL~06/09/2023 06:20~TFS~06/09/2023 09:55~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-06-10T08:10:00.000,2023-06-10T12:35:00.000,,03:25,106.52,False,ADT,-1,FR~7986~ ~~CRL~06/10/2023 08:10~HER~06/10/2023 12:35~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-10T07:45:00.000,2023-06-10T10:00:00.000,,02:15,121.14,False,ADT,-1,FR~1302~ ~~CRL~06/10/2023 07:45~NAP~06/10/2023 10:00~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-10T21:30:00.000,2023-06-10T23:59:00.000,Malta Air,02:29,76.99,False,ADT,-1,FR~6269~ ~~CRL~06/10/2023 21:30~PMO~06/10/2023 23:59~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-10T11:05:00.000,2023-06-10T13:00:00.000,,02:55,46.59,True,ADT,-1,FR~2941~ ~~CRL~06/10/2023 11:05~FAO~06/10/2023 13:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-10T15:50:00.000,2023-06-10T18:15:00.000,,02:25,57.12,True,ADT,-1,FR~3534~ ~~CRL~06/10/2023 15:50~ALC~06/10/2023 18:15~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-10T13:40:00.000,2023-06-10T16:25:00.000,,02:45,56.49,True,ADT,-1,FR~1916~ ~~CRL~06/10/2023 13:40~AGP~06/10/2023 16:25~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-06-11T09:55:00.000,2023-06-11T12:50:00.000,,02:55,68.19,False,ADT,3,FR~2923~ ~~BRU~06/11/2023 09:55~AGP~06/11/2023 12:50~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-11T17:00:00.000,2023-06-11T20:40:00.000,,02:40,88.99,False,ADT,-1,FR~6251~ ~~CRL~06/11/2023 17:00~CFU~06/11/2023 20:40~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-11T17:30:00.000,2023-06-11T19:55:00.000,,02:25,79.97,True,ADT,-1,FR~7737~ ~~CRL~06/11/2023 17:30~BDS~06/11/2023 19:55~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-11T09:45:00.000,2023-06-11T12:00:00.000,Malta Air,02:15,63.25,True,ADT,-1,FR~1302~ ~~CRL~06/11/2023 09:45~NAP~06/11/2023 12:00~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-11T16:45:00.000,2023-06-11T18:40:00.000,,02:55,74.24,False,ADT,-1,FR~2941~ ~~CRL~06/11/2023 16:45~FAO~06/11/2023 18:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-11T09:55:00.000,2023-06-11T12:20:00.000,,02:25,101.59,False,ADT,-1,FR~3534~ ~~CRL~06/11/2023 09:55~ALC~06/11/2023 12:20~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-11T07:30:00.000,2023-06-11T09:55:00.000,,02:25,74.21,False,ADT,4,FR~6456~ ~~CRL~06/11/2023 07:30~IBZ~06/11/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-11T21:30:00.000,2023-06-12T00:15:00.000,,02:45,51.69,False,ADT,1,FR~1916~ ~~CRL~06/11/2023 21:30~AGP~06/12/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-11T12:35:00.000,2023-06-11T16:10:00.000,,04:35,100.39,True,ADT,-1,FR~ 563~ ~~CRL~06/11/2023 12:35~TFS~06/11/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-06-12T17:40:00.000,2023-06-12T20:30:00.000,,02:50,79.36,False,ADT,-1,FR~2923~ ~~BRU~06/12/2023 17:40~AGP~06/12/2023 20:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-12T19:20:00.000,2023-06-12T23:00:00.000,,02:40,62.12,False,ADT,5,FR~6251~ ~~CRL~06/12/2023 19:20~CFU~06/12/2023 23:00~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-06-12T12:00:00.000,2023-06-12T16:35:00.000,,03:35,128.39,False,ADT,-1,FR~8577~ ~~CRL~06/12/2023 12:00~RHO~06/12/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-12T20:55:00.000,2023-06-12T23:20:00.000,Malta Air,02:25,21.99,False,ADT,1,FR~7737~ ~~CRL~06/12/2023 20:55~BDS~06/12/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-12T06:30:00.000,2023-06-12T08:45:00.000,,02:15,24.99,False,ADT,-1,FR~1302~ ~~CRL~06/12/2023 06:30~NAP~06/12/2023 08:45~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-12T12:05:00.000,2023-06-12T14:35:00.000,,02:30,95.99,False,ADT,-1,FR~6269~ ~~CRL~06/12/2023 12:05~PMO~06/12/2023 14:35~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-12T18:00:00.000,2023-06-12T19:55:00.000,,02:55,49.34,True,ADT,3,FR~2941~ ~~CRL~06/12/2023 18:00~FAO~06/12/2023 19:55~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-12T16:55:00.000,2023-06-12T19:20:00.000,,02:25,115.79,False,ADT,-1,FR~3534~ ~~CRL~06/12/2023 16:55~ALC~06/12/2023 19:20~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-12T19:20:00.000,2023-06-12T22:05:00.000,,02:45,49.34,True,ADT,5,FR~1916~ ~~CRL~06/12/2023 19:20~AGP~06/12/2023 22:05~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-06-13T07:20:00.000,2023-06-13T11:45:00.000,,03:25,70.57,True,ADT,-1,FR~7986~ ~~CRL~06/13/2023 07:20~HER~06/13/2023 11:45~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-13T17:20:00.000,2023-06-13T19:45:00.000,,02:25,58.37,True,ADT,1,FR~7737~ ~~CRL~06/13/2023 17:20~BDS~06/13/2023 19:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-13T19:20:00.000,2023-06-13T21:35:00.000,Malta Air,02:15,24.87,True,ADT,4,FR~1302~ ~~CRL~06/13/2023 19:20~NAP~06/13/2023 21:35~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-13T15:35:00.000,2023-06-13T18:05:00.000,,02:30,83.99,False,ADT,3,FR~6269~ ~~CRL~06/13/2023 15:35~PMO~06/13/2023 18:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-13T13:45:00.000,2023-06-13T15:40:00.000,,02:55,37.31,True,ADT,-1,FR~2941~ ~~CRL~06/13/2023 13:45~FAO~06/13/2023 15:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-13T06:30:00.000,2023-06-13T08:55:00.000,,02:25,71.49,False,ADT,3,FR~3534~ ~~CRL~06/13/2023 06:30~ALC~06/13/2023 08:55~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-13T09:25:00.000,2023-06-13T11:50:00.000,,02:25,78.67,False,ADT,-1,FR~6456~ ~~CRL~06/13/2023 09:25~IBZ~06/13/2023 11:50~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-13T16:00:00.000,2023-06-13T18:45:00.000,,02:45,51.17,False,ADT,-1,FR~1916~ ~~CRL~06/13/2023 16:00~AGP~06/13/2023 18:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-13T07:15:00.000,2023-06-13T10:50:00.000,,04:35,60.94,True,ADT,3,FR~ 563~ ~~CRL~06/13/2023 07:15~TFS~06/13/2023 10:50~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-06-14T10:05:00.000,2023-06-14T13:00:00.000,,02:55,71.85,True,ADT,-1,FR~2923~ ~~BRU~06/14/2023 10:05~AGP~06/14/2023 13:00~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-14T08:05:00.000,2023-06-14T11:45:00.000,,02:40,87.24,False,ADT,-1,FR~6251~ ~~CRL~06/14/2023 08:05~CFU~06/14/2023 11:45~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-06-14T13:10:00.000,2023-06-14T17:45:00.000,,03:35,63.63,True,ADT,-1,FR~8577~ ~~CRL~06/14/2023 13:10~RHO~06/14/2023 17:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-14T16:35:00.000,2023-06-14T18:50:00.000,,02:15,53.88,False,ADT,1,FR~1302~ ~~CRL~06/14/2023 16:35~NAP~06/14/2023 18:50~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-14T09:25:00.000,2023-06-14T11:55:00.000,Malta Air,02:30,84.99,False,ADT,-1,FR~6269~ ~~CRL~06/14/2023 09:25~PMO~06/14/2023 11:55~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-14T12:25:00.000,2023-06-14T14:20:00.000,,02:55,42.62,True,ADT,-1,FR~2941~ ~~CRL~06/14/2023 12:25~FAO~06/14/2023 14:20~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-14T10:00:00.000,2023-06-14T12:25:00.000,,02:25,65.19,True,ADT,-1,FR~3534~ ~~CRL~06/14/2023 10:00~ALC~06/14/2023 12:25~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-14T06:45:00.000,2023-06-14T09:30:00.000,,02:45,57.05,False,ADT,5,FR~1916~ ~~CRL~06/14/2023 06:45~AGP~06/14/2023 09:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-06-15T18:20:00.000,2023-06-15T22:00:00.000,,02:40,99.8,False,ADT,-1,FR~6251~ ~~CRL~06/15/2023 18:20~CFU~06/15/2023 22:00~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-15T06:25:00.000,2023-06-15T08:40:00.000,,02:15,73.21,False,ADT,-1,FR~1302~ ~~CRL~06/15/2023 06:25~NAP~06/15/2023 08:40~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-15T11:25:00.000,2023-06-15T13:20:00.000,,02:55,37.31,True,ADT,2,FR~2941~ ~~CRL~06/15/2023 11:25~FAO~06/15/2023 13:20~~
FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-15T09:00:00.000,2023-06-15T11:25:00.000,,02:25,63.68,False,ADT,4,FR~9053~ ~~CRL~06/15/2023 09:00~ALC~06/15/2023 11:25~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-15T10:20:00.000,2023-06-15T12:45:00.000,,02:25,83.08,False,ADT,-1,FR~6456~ ~~CRL~06/15/2023 10:20~IBZ~06/15/2023 12:45~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-15T17:30:00.000,2023-06-15T20:15:00.000,,02:45,65.19,True,ADT,-1,FR~1916~ ~~CRL~06/15/2023 17:30~AGP~06/15/2023 20:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-15T20:00:00.000,2023-06-15T23:35:00.000,,04:35,57.89,True,ADT,2,FR~ 563~ ~~CRL~06/15/2023 20:00~TFS~06/15/2023 23:35~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-06-16T07:55:00.000,2023-06-16T12:30:00.000,,03:35,99.61,True,ADT,3,FR~8577~ ~~CRL~06/16/2023 07:55~RHO~06/16/2023 12:30~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-06-16T07:00:00.000,2023-06-16T09:25:00.000,,02:25,90.72,True,ADT,-1,FR~7737~ ~~CRL~06/16/2023 07:00~BDS~06/16/2023 09:25~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-16T09:10:00.000,2023-06-16T11:25:00.000,Malta Air,02:15,83.64,True,ADT,-1,FR~1302~ ~~CRL~06/16/2023 09:10~NAP~06/16/2023 11:25~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-06-16T16:35:00.000,2023-06-16T19:05:00.000,,02:30,84.99,True,ADT,-1,FR~6269~ ~~CRL~06/16/2023 16:35~PMO~06/16/2023 19:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-06-16T07:05:00.000,2023-06-16T09:00:00.000,,02:55,77.09,False,ADT,1,FR~2941~ ~~CRL~06/16/2023 07:05~FAO~06/16/2023 09:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-06-16T09:45:00.000,2023-06-16T12:10:00.000,,02:25,77.09,False,ADT,1,FR~3534~ ~~CRL~06/16/2023 09:45~ALC~06/16/2023 12:10~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-06-16T16:15:00.000,2023-06-16T18:40:00.000,,02:25,129.38,False,ADT,-1,FR~6456~ ~~CRL~06/16/2023 16:15~IBZ~06/16/2023 18:40~~
FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-06-16T10:00:00.000,2023-06-16T12:45:00.000,,02:45,75.7,False,ADT,5,FR~1928~ ~~CRL~06/16/2023 10:00~AGP~06/16/2023 12:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-06-16T06:20:00.000,2023-06-16T09:55:00.000,,04:35,80.19,True,ADT,-1,FR~ 563~ ~~CRL~06/16/2023 06:20~TFS~06/16/2023 09:55~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-06-17T08:10:00.000,2023-06-17T12:35:00.000,,03:25,105.71,False,ADT,-1,FR~7986~ ~~CRL~06/17/2023 08:10~HER~06/17/2023 12:35~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-06-17T07:45:00.000,2023-06-17T10:00:00.000,,02:15,53.55,True,ADT,-1,FR~1302~ ~~CRL~06/17/2023 07:45~NAP~06/17/2023 10:00~~
